Id,Comment,Attack
1377,"NEWLINE_TOKENNEWLINE_TOKEN==User: Yuber==NEWLINE_TOKENHello, KaintheScion. I removed your entry from Wikipedia:Vandalism in progress, as it does not appear the user in question has actually engaged in vandalism. Please take a look at Wikipedia:Vandalism to see what Wikipedia considers vandalism. If the user has vandalized in this manner, feel free to re-add the entry, and provide diffs to point us to examples of the vandalism. Thanks! — Knowledge Seeker দ NEWLINE_TOKENNEWLINE_TOKEN:Yuber has been trying to reintroduce misinformation which was rejected during earlier dispute resolution of Yuber's LAST revert war on the Saudi Arabia page: see the last version as instated by Admin Petaholmes (here). This is bad faith and counts as Sneaky Vandalism (introducing misinformation) as listed in the vandalism page. ",1
1378,"SEE YOU IN PERSON, I'M GOING TO FUCK YOU UP BIG TIME.",1
1379,surBold textItalic textLink titleNEWLINE_TOKEN== Nick Is The Biggest gimp ever ==NEWLINE_TOKENrounding,1
1380,"`NEWLINE_TOKENNEWLINE_TOKEN== My recent revrt/un-revert ==NEWLINE_TOKENNEWLINE_TOKENI'd like to publicly apologize for my recent reversion/unreversion of this article. The Wiki watchlist showed me a detrimental difference that was not, apparently, really there; I reverted this difference, but then I went back to check the history to see which was the ``truest`` version to revert to. Whereupon I discovered that I was apparently mislead in the first place, so I unreverted my reversion. But if someone really knows the opening date of the Expo, could you check out the article, please?NEWLINE_TOKENNEWLINE_TOKEN `",1
1381,"```An atom-by-atom replication of a person will have the same mental characteristics as the original.``NEWLINE_TOKENNEWLINE_TOKENAn atom-by-atom replication of a person couldn't ever be exact. They would necessarily occupy different positions in space and time, and have variant perspectives (however slight).`",0
1382,"I changed some of the assumptions the author made regarding the cancellation of the second game. Having actually been at this event, I think I have a good perspective on what happened and why the second game was cancelled.",1
1383,`NEWLINE_TOKENNEWLINE_TOKEN:::::::::I'd say most people have a distaste for them.   `,1
1384,"NEWLINE_TOKENNEWLINE_TOKEN:1) it's not necessary to create a redirect from the capitalised version unless there is a compelling reason to do so; 2) sometimes a name may appear to be unique, because we don't that out there there is another Roma Street Station in some obscure US city.  it doesn't hurt to to have the redirect from the undisambiguated page, because it can later be replaced by a disambiguation page, but it's best not to go around creating them as a matter of course; 3) lastly, don't forget to sign your posts! (just use four tildes: ~~~~ it expands to your user name and datestamp)  ",0
1385,"NEWLINE_TOKENNEWLINE_TOKEN== ack ==NEWLINE_TOKENNEWLINE_TOKENHi, thanks for the updating the diffs on the RfC. That information may prove to be very useful... Take care,   ",0
1386,"`NEWLINE_TOKENNEWLINE_TOKEN== Adding percentages to the table ==NEWLINE_TOKENNEWLINE_TOKENI just tried to add the percentages of the seats in parliament to the results table. But that didn't work - I just messed up the table. And because at the moment there will still be many people who want to look that up I quickly reverted the change. The problem is that, as I understand it, before seeing the preview in this page, the Template:Election_Summary_Party first needs to be changed - really changed, not just a preview. What I did was addNEWLINE_TOKENNEWLINE_TOKENalign=``right`` |  |NEWLINE_TOKENNEWLINE_TOKENafterNEWLINE_TOKENNEWLINE_TOKENalign=``center`` |  |NEWLINE_TOKENNEWLINE_TOKENThen I changed the entries in the table, for example for the first one (Labour) I addedNEWLINE_TOKENNEWLINE_TOKEN|%          = 55.2NEWLINE_TOKENNEWLINE_TOKENafter the seats-entry (see below for a more complete example (that one's for an extra row)). But that didn't work. I suppose I need to alter another template, but I don't know how and I don't have the time now to research this. Hopefully someone else can do this in a whiffy. Or is there an easy explanation?NEWLINE_TOKENHere are the percentages:NEWLINE_TOKENNEWLINE_TOKENLabour Party (UK)  55.2NEWLINE_TOKENNEWLINE_TOKENConservative Party (UK) 30.5NEWLINE_TOKENNEWLINE_TOKENLiberal Democrats (UK) 9.6NEWLINE_TOKENNEWLINE_TOKENUnited Kingdom Independence Party 0NEWLINE_TOKENNEWLINE_TOKENScottish National Party 0.9NEWLINE_TOKENNEWLINE_TOKENGreen Party of England and Wales 0NEWLINE_TOKENNEWLINE_TOKENDemocratic Unionist Party 1.4NEWLINE_TOKENNEWLINE_TOKENBritish National Party 0NEWLINE_TOKENNEWLINE_TOKENPlaid Cymru 0.5NEWLINE_TOKENNEWLINE_TOKENSinn Féin 0.8NEWLINE_TOKENNEWLINE_TOKENUlster Unionist Party 0.2NEWLINE_TOKENNEWLINE_TOKENSocial Democratic and Labour Party 0.5NEWLINE_TOKENNEWLINE_TOKENRESPECT The Unity Coalition 0.2NEWLINE_TOKENNEWLINE_TOKENScottish Socialist Party 0NEWLINE_TOKENNEWLINE_TOKENVeritas (political party) 0NEWLINE_TOKENNEWLINE_TOKENAlliance Party of Northern Ireland 0NEWLINE_TOKENNEWLINE_TOKENScottish Green Party 0NEWLINE_TOKENNEWLINE_TOKENPeter Law 0.2NEWLINE_TOKENNEWLINE_TOKENSocialist Labour Party (UK) 0NEWLINE_TOKENNEWLINE_TOKENLiberal Party (UK, 1989) 0NEWLINE_TOKENNEWLINE_TOKENIndependent Kidderminster Hospital and Health Concern 0.2NEWLINE_TOKENNEWLINE_TOKENSocialist Green Unity Coalition 0NEWLINE_TOKENNEWLINE_TOKENNotice that the discrepancies between the percentages for number of votes and number of seats is often quite substantial. For example, the Labour party got 35 % of the votes but 55 % of the seats (mostly at the expense of the Liberal Democrats). Quite a difference! Especially since this means an absolute majority in parliament. That is what I was mostly interrested in when I came to this article. But that info wasn't there, so I had to do the calculations myself. And having done that I thought I might as well add it to the table. It is too important a thing not to point out.NEWLINE_TOKENNEWLINE_TOKENTo do the calculations I had to add the figures up. Having done that I thought I might as well add that to the table too, but I already got stuck with the first bit. Only the totals for the number of seats and votes make sense, but what I had in mind was this:NEWLINE_TOKENNEWLINE_TOKEN  |party      = TOTALNEWLINE_TOKEN  |seats      = 645NEWLINE_TOKEN  |%          = 100NEWLINE_TOKEN  |gain       = -NEWLINE_TOKEN  |loss       = -NEWLINE_TOKEN  |net        = -NEWLINE_TOKEN  |votes      = 26,913,618NEWLINE_TOKEN  |%          = 100NEWLINE_TOKEN  |plus/minus = -NEWLINE_TOKENNEWLINE_TOKEN 12:08, 2005 May 13 (UTC)`",1
1387,"NEWLINE_TOKENNEWLINE_TOKENUpdate:  May 13, 2005:  SqueakBox has made damaging inferential admissions on my own blogspot, www.cumbey.blogspot.com that he fabricated items in various stories he has composed about Javier Solana either here or on his various other internet stalkings seeking to erase all negative references to Javier Solana on the whole worldwide web (a daunting and challenging task!).  He now admits he invented the story about Solana being considered the friendliest child in his grade school class.  I was quite surprised to learn this as I honestly thought maybe SqueakBox had information which could be useful to me in the book I am writing about Javier Solana as well as my Wikipedia contributions and blogspot articles.  I asked him for his source and he publicly posted that he got it from the same place as I got that Ariel Sharon refused to meet with Solana.  The problem with this is that Ariel Sharon really did refuse to meet with Javier Solana and SqueakBox deleted that reference from Wikipedia and defamed me all over the web by falsely claiming I had fabricated that information.  What was fabricated was Squeakbox's claim that the evidence (and website links were posted at the time) did not exist.  J'accuse SqueakBox of intellectual dishonesty to the detriment of Wikipedia and I will be seeking to have him permanently banned from Wikipedia.  Below are just a few of many links proving that contrary to SqueakBox's bold assertions, Ariel Sharon refused to meet with Solana in July 2004!NEWLINE_TOKENNEWLINE_TOKEN NEWLINE_TOKENNEWLINE_TOKEN",1
1388,"I have posted heavy evidences of SqueakBox fabrications and lies under the Solana page discussion.  The proof is also there under SqueakBox's own entry on my own blogspot, www.cumbey.blogspot.com.  I am asking that this be grounds for permanently banning SqueakBox from Wikipedia!NEWLINE_TOKENNEWLINE_TOKEN",0
1389,"`NEWLINE_TOKENNEWLINE_TOKENI would prefer Queen's College, Oxford to The Queen's College, Oxford, in the same way that University of Oxford is used rather than The University of Oxford, and it is shortened to ``Queen's`` rather than ``The Queen's``.   `",0
1390,"I added a little bit about the relations between design patterns, and general systems theory, although I think more could be said. For those who don't know, the basic idea of systems theory is to abstract everything into relations between units of the systems. You then, don't need to consider the units, but you can just consider the relations between units. As far as I understand, design patterns would basically are kind of a taxonomy of systems. If you added something about this to article, it might help clarify some details.NEWLINE_TOKENNEWLINE_TOKEN NEWLINE_TOKENNEWLINE_TOKENNEWLINE_TOKEN",0
1391,"Message received; You're welcome, Viriditas; and, thank you for being thinking to protect my personal information.  NEWLINE_TOKENNEWLINE_TOKEN",0
1392," May 2005 (UTC)NEWLINE_TOKENNEWLINE_TOKEN* No response yet from their webmaster.   posted the material at so I left a note on his talk page.   17:03, 9",0
1393,"NEWLINE_TOKENNEWLINE_TOKENOK, this discussion is getting a little heated. As much as the article looks great with the pictures, it really does liven it up, Mel Etitis is the correct one here. It is Wikipedia policy that all images carry appropriate tags, may they be GFDL, copyrighted, logo, etc. I don't think Dripping Ink has responded in the correct way....but that is just my two cents. Please don't abuse me - anyone. I'm just telling you what I think.  ",0
1394,"NEWLINE_TOKEN:Public domain is not fairuse, so which is being claimed? And released by whom?  ",1
1395,"`NEWLINE_TOKEN:Sigh.  Sea of Galilee is another.  I don't know how to communicate with him, he seems extremely single minded in editing only for the purpose of inserting POV.  `",1
1396,"NEWLINE_TOKENNEWLINE_TOKENAle jo, muzeme, ale tady to neni moc zvykem - vsichni by meli byt schopni si precist cokoliv - jsme na anglicke Wikipedii... So, I did not want to touch you, just wanted to say that yes, be bold when editing articles but count on the fact that your work will be often and soon reverted or rewritten if it does not meet some standards, so in the result, it simply pays off for all of us to give the writing some time before actually doing it. That's all. Good luck.   ",0
